Quarter,State,ASGS Code,ASGS Name,In a business or company,Number of people entering a new personal insolvency
2011Q2,Victoria,21603,Shepparton,No,23
2011Q2,Victoria,21701,Glenelg - Southern Grampians,Yes,3
2011Q2,Victoria,21701,Glenelg - Southern Grampians,No,13
2011Q2,Victoria,21703,Colac - Corangamite,Yes,5
2011Q2,Victoria,21703,Colac - Corangamite,No,8
2011Q2,Victoria,21704,Warrnambool,Yes,4
2011Q2,Victoria,21704,Warrnambool,No,10
2011Q2,Victoria,Vic - not in ASGS,Vic - not in ASGS,Yes,0
2011Q2,Victoria,Vic - not in ASGS,Vic - not in ASGS,No,0
2011Q2,Victoria,2GMEL,Greater Melbourne,Yes,352
2011Q2,Victoria,2GMEL,Greater Melbourne,No,737
2011Q2,Victoria,2RVIC,Rest of Vic.,Yes,148
2011Q2,Victoria,2RVIC,Rest of Vic.,No,387
2011Q2,Queensland,30101,Capalaba,Yes,14
2011Q2,Queensland,30101,Capalaba,No,21
2011Q2,Queensland,30102,Cleveland - Stradbroke,Yes,13
2011Q2,Queensland,30102,Cleveland - Stradbroke,No,22
2011Q2,Queensland,30103,Wynnum - Manly,Yes,7
2011Q2,Queensland,30103,Wynnum - Manly,No,18
2011Q2,Queensland,30201,Bald Hills - Everton Park,Yes,3
2011Q2,Queensland,30201,Bald Hills - Everton Park,No,7
2011Q2,Queensland,30202,Chermside,Yes,5
2011Q2,Queensland,30202,Chermside,No,22
2011Q2,Queensland,30204,Sandgate,Yes,9
2011Q2,Queensland,30204,Sandgate,No,27
2011Q2,Queensland,30301,Carindale,Yes,6
2011Q2,Queensland,30301,Carindale,No,10
2011Q2,Queensland,30302,Holland Park - Yeronga,Yes,8
2011Q2,Queensland,30302,Holland Park - Yeronga,No,14
2011Q2,Queensland,30303,Mt Gravatt,Yes,5
2011Q2,Queensland,30303,Mt Gravatt,No,11
2011Q2,Queensland,30305,Rocklea - Acacia Ridge,Yes,8
2011Q2,Queensland,30305,Rocklea - Acacia Ridge,No,14
2011Q2,Queensland,30306,Sunnybank,Yes,3
2011Q2,Queensland,30306,Sunnybank,No,8
2011Q2,Queensland,30401,Centenary,Yes,5
2011Q2,Queensland,30401,Centenary,No,8
2011Q2,Queensland,30403,Sherwood - Indooroopilly,Yes,3
2011Q2,Queensland,30403,Sherwood - Indooroopilly,No,4
2011Q2,Queensland,30501,Brisbane Inner,Yes,11
2011Q2,Queensland,30501,Brisbane Inner,No,8
2011Q2,Queensland,30502,Brisbane Inner - East,Yes,5
2011Q2,Queensland,30502,Brisbane Inner - East,No,12
2011Q2,Queensland,30503,Brisbane Inner - North,Yes,11
2011Q2,Queensland,30503,Brisbane Inner - North,No,16
2011Q2,Queensland,30504,Brisbane Inner - West,Yes,4
2011Q2,Queensland,30504,Brisbane Inner - West,No,10
2011Q2,Queensland,30601,Cairns - North,Yes,10
2011Q2,Queensland,30601,Cairns - North,No,15
2011Q2,Queensland,30602,Cairns - South,Yes,14
2011Q2,Queensland,30602,Cairns - South,No,36
2011Q2,Queensland,30605,Tablelands (East) - Kuranda,Yes,7
2011Q2,Queensland,30605,Tablelands (East) - Kuranda,No,6
2011Q2,Queensland,30701,Darling Downs (West) - Maranoa,Yes,3
2011Q2,Queensland,30701,Darling Downs (West) - Maranoa,No,8
2011Q2,Queensland,30702,Darling Downs - East,Yes,4
2011Q2,Queensland,30702,Darling Downs - East,No,4
2011Q2,Queensland,30703,Granite Belt,Yes,6
2011Q2,Queensland,30703,Granite Belt,No,15
2011Q2,Queensland,30803,Rockhampton,Yes,15
2011Q2,Queensland,30803,Rockhampton,No,36
2011Q2,Queensland,30805,Gladstone,Yes,8
2011Q2,Queensland,30805,Gladstone,No,16
2011Q2,Queensland,30901,Broadbeach - Burleigh,Yes,15
2011Q2,Queensland,30901,Broadbeach - Burleigh,No,25
2011Q2,Queensland,30902,Coolangatta,Yes,16
2011Q2,Queensland,30902,Coolangatta,No,15
2011Q2,Queensland,30903,Gold Coast - North,Yes,21
2011Q2,Queensland,30903,Gold Coast - North,No,24
2011Q2,Queensland,30904,Gold Coast Hinterland,Yes,3
2011Q2,Queensland,30904,Gold Coast Hinterland,No,3
2011Q2,Queensland,30905,Mudgeeraba - Tallebudgera,Yes,10
2011Q2,Queensland,30905,Mudgeeraba - Tallebudgera,No,11
2011Q2,Queensland,30906,Nerang,Yes,16
2011Q2,Queensland,30906,Nerang,No,38
2011Q2,Queensland,30907,Ormeau - Oxenford,Yes,41
2011Q2,Queensland,30907,Ormeau - Oxenford,No,56
2011Q2,Queensland,30908,Robina,Yes,20
2011Q2,Queensland,30908,Robina,No,23
2011Q2,Queensland,30909,Southport,Yes,7
2011Q2,Queensland,30909,Southport,No,23
2011Q2,Queensland,30910,Surfers Paradise,Yes,18
2011Q2,Queensland,30910,Surfers Paradise,No,14
2011Q2,Queensland,31001,Forest Lake - Oxley,Yes,10
2011Q2,Queensland,31001,Forest Lake - Oxley,No,39
2011Q2,Queensland,31002,Ipswich Hinterland,Yes,6
2011Q2,Queensland,31002,Ipswich Hinterland,No,12
2011Q2,Queensland,31003,Ipswich Inner,Yes,6
2011Q2,Queensland,31003,Ipswich Inner,No,33
2011Q2,Queensland,31004,Springfield - Redbank,Yes,4
2011Q2,Queensland,31004,Springfield - Redbank,No,35
2011Q2,Queensland,31102,Beenleigh,Yes,10
2011Q2,Queensland,31102,Beenleigh,No,27
2011Q2,Queensland,31103,Browns Plains,Yes,20
2011Q2,Queensland,31103,Browns Plains,No,37
2011Q2,Queensland,31104,Jimboomba,Yes,11
2011Q2,Queensland,31104,Jimboomba,No,16
2011Q2,Queensland,31105,Loganlea - Carbrook,Yes,14
2011Q2,Queensland,31105,Loganlea - Carbrook,No,23
2011Q2,Queensland,31106,Springwood - Kingston,Yes,10
2011Q2,Queensland,31106,Springwood - Kingston,No,38
2011Q2,Queensland,31201,Bowen Basin - North,Yes,8
2011Q2,Queensland,31201,Bowen Basin - North,No,8
2011Q2,Queensland,31202,Mackay,Yes,14
2011Q2,Queensland,31202,Mackay,No,35
2011Q2,Queensland,31203,Whitsunday,Yes,5
2011Q2,Queensland,31203,Whitsunday,No,9
2011Q2,Queensland,31301,Bribie - Beachmere,Yes,8
2011Q2,Queensland,31301,Bribie - Beachmere,No,6
2011Q2,Queensland,31302,Caboolture,Yes,11
2011Q2,Queensland,31302,Caboolture,No,31
2011Q2,Queensland,31303,Caboolture Hinterland,Yes,4
2011Q2,Queensland,31303,Caboolture Hinterland,No,3
2011Q2,Queensland,31304,Narangba - Burpengary,Yes,10
2011Q2,Queensland,31304,Narangba - Burpengary,No,24
2011Q2,Queensland,31305,Redcliffe,Yes,9
2011Q2,Queensland,31305,Redcliffe,No,25
2011Q2,Queensland,31401,The Hills District,Yes,4
2011Q2,Queensland,31401,The Hills District,No,17
2011Q2,Queensland,31402,North Lakes,Yes,3
2011Q2,Queensland,31402,North Lakes,No,20
2011Q2,Queensland,31403,Strathpine,Yes,3
2011Q2,Queensland,31403,Strathpine,No,16
2011Q2,Queensland,31501,Far North,Yes,3
2011Q2,Queensland,31501,Far North,No,4
2011Q2,Queensland,31503,Outback - South,Yes,4
2011Q2,Queensland,31503,Outback - South,No,6
2011Q2,Queensland,31601,Buderim,Yes,13
2011Q2,Queensland,31601,Buderim,No,8
2011Q2,Queensland,31602,Caloundra,Yes,17
2011Q2,Queensland,31602,Caloundra,No,17
2011Q2,Queensland,31603,Maroochy,Yes,18
2011Q2,Queensland,31603,Maroochy,No,27
2011Q2,Queensland,31605,Noosa,Yes,21
2011Q2,Queensland,31605,Noosa,No,9
2011Q2,Queensland,31606,Sunshine Coast Hinterland,Yes,11
2011Q2,Queensland,31606,Sunshine Coast Hinterland,No,12
2011Q2,Queensland,31607,Nambour,Yes,8
2011Q2,Queensland,31607,Nambour,No,10
2011Q2,Queensland,31701,Toowoomba,Yes,23
2011Q2,Queensland,31701,Toowoomba,No,36
2011Q2,Queensland,31801,Charters Towers - Ayr - Ingham,Yes,3
2011Q2,Queensland,31801,Charters Towers - Ayr - Ingham,No,4
2011Q2,Queensland,31802,Townsville,Yes,20
2011Q2,Queensland,31802,Townsville,No,59
2011Q2,Queensland,31901,Bundaberg,Yes,11
2011Q2,Queensland,31901,Bundaberg,No,37
2011Q2,Queensland,31902,Burnett,Yes,4
2011Q2,Queensland,31902,Burnett,No,7
2011Q2,Queensland,31903,Gympie - Cooloola,Yes,6
2011Q2,Queensland,31903,Gympie - Cooloola,No,9
2011Q2,Queensland,31904,Hervey Bay,Yes,11
2011Q2,Queensland,31904,Hervey Bay,No,22
2011Q2,Queensland,31905,Maryborough,Yes,6
2011Q2,Queensland,31905,Maryborough,No,15
2011Q2,Queensland,Qld - not in ASGS,Qld - not in ASGS,Yes,0
2011Q2,Queensland,Qld - not in ASGS,Qld - not in ASGS,No,0
2011Q2,Queensland,3GBRI,Greater Brisbane,Yes,271
2011Q2,Queensland,3GBRI,Greater Brisbane,No,667
2011Q2,Queensland,3RQLD,Rest of Qld,Yes,452
2011Q2,Queensland,3RQLD,Rest of Qld,No,726
2011Q2,South Australia,40102,Adelaide Hills,Yes,6
2011Q2,South Australia,40102,Adelaide Hills,No,12
2011Q2,South Australia,40103,Burnside,Yes,0
2011Q2,South Australia,40103,Burnside,No,5
2011Q2,South Australia,40107,Unley,Yes,4
2011Q2,South Australia,40107,Unley,No,3
2011Q2,South Australia,40201,Gawler - Two Wells,Yes,3
2011Q2,South Australia,40201,Gawler - Two Wells,No,9
2011Q2,South Australia,40202,Playford,Yes,8
2011Q2,South Australia,40202,Playford,No,36
2011Q2,South Australia,40203,Port Adelaide - East,Yes,4
2011Q2,South Australia,40203,Port Adelaide - East,No,19
2011Q2,South Australia,40204,Salisbury,Yes,13
2011Q2,South Australia,40204,Salisbury,No,46
2011Q2,South Australia,40205,Tea Tree Gully,Yes,3
2011Q2,South Australia,40205,Tea Tree Gully,No,14
2011Q2,South Australia,40301,Holdfast Bay,Yes,3
2011Q2,South Australia,40301,Holdfast Bay,No,5
2011Q2,South Australia,40302,Marion,Yes,8
2011Q2,South Australia,40302,Marion,No,15
2011Q2,South Australia,40303,Mitcham,Yes,5
2011Q2,South Australia,40303,Mitcham,No,3
2011Q2,South Australia,40304,Onkaparinga,Yes,9
2011Q2,South Australia,40304,Onkaparinga,No,38
2011Q2,South Australia,40401,Charles Sturt,Yes,6
2011Q2,South Australia,40401,Charles Sturt,No,23
2011Q2,South Australia,40403,West Torrens,Yes,6
2011Q2,South Australia,40403,West Torrens,No,10
2011Q2,South Australia,40501,Barossa,Yes,5
2011Q2,South Australia,40501,Barossa,No,5
2011Q2,South Australia,40504,Yorke Peninsula,Yes,3
2011Q2,South Australia,40504,Yorke Peninsula,No,3
2011Q2,South Australia,40601,Eyre Peninsula and South West,Yes,3
2011Q2,South Australia,40601,Eyre Peninsula and South West,No,14
2011Q2,South Australia,40602,Outback - North and East,Yes,0
2011Q2,South Australia,40602,Outback - North and East,No,8
2011Q2,South Australia,40701,Fleurieu - Kangaroo Island,Yes,4
2011Q2,South Australia,40701,Fleurieu - Kangaroo Island,No,8
2011Q2,South Australia,40702,Limestone Coast,Yes,8
2011Q2,South Australia,40702,Limestone Coast,No,16
2011Q2,South Australia,40703,Murray and Mallee,Yes,7
2011Q2,South Australia,40703,Murray and Mallee,No,12
2011Q2,South Australia,SA - not in ASGS,SA - not in ASGS,Yes,0
2011Q2,South Australia,SA - not in ASGS,SA - not in ASGS,No,0
2011Q2,South Australia,4GADE,Greater Adelaide,Yes,86
2011Q2,South Australia,4GADE,Greater Adelaide,No,275
2011Q2,South Australia,4RSAU,Rest of SA,Yes,34
2011Q2,South Australia,4RSAU,Rest of SA,No,80
2011Q2,Western Australia,50101,Augusta - Margaret River - Busselton,Yes,3
2011Q2,Western Australia,50101,Augusta - Margaret River - Busselton,No,12
2011Q2,Western Australia,50102,Bunbury,Yes,11
2011Q2,Western Australia,50102,Bunbury,No,19
2011Q2,Western Australia,50201,Mandurah,Yes,19
2011Q2,Western Australia,50201,Mandurah,No,22
2011Q2,Western Australia,50301,Cottesloe - Claremont,Yes,3
2011Q2,Western Australia,50301,Cottesloe - Claremont,No,3
2011Q2,Western Australia,50302,Perth City,Yes,8
2011Q2,Western Australia,50302,Perth City,No,15
2011Q2,Western Australia,50401,Bayswater - Bassendean,Yes,7
2011Q2,Western Australia,50401,Bayswater - Bassendean,No,6
2011Q2,Western Australia,50402,Mundaring,Yes,4
2011Q2,Western Australia,50402,Mundaring,No,4
2011Q2,Western Australia,50403,Swan,Yes,10
2011Q2,Western Australia,50403,Swan,No,28
2011Q2,Western Australia,50501,Joondalup,Yes,17
2011Q2,Western Australia,50501,Joondalup,No,21
2011Q2,Western Australia,50502,Stirling,Yes,9
2011Q2,Western Australia,50502,Stirling,No,41
2011Q2,Western Australia,50503,Wanneroo,Yes,25
2011Q2,Western Australia,50503,Wanneroo,No,38
2011Q2,Western Australia,50601,Armadale,Yes,5
2011Q2,Western Australia,50601,Armadale,No,20
2011Q2,Western Australia,50602,Belmont - Victoria Park,Yes,8
2011Q2,Western Australia,50602,Belmont - Victoria Park,No,18
2011Q2,Western Australia,50603,Canning,Yes,5
2011Q2,Western Australia,50603,Canning,No,11
2011Q2,Western Australia,50604,Gosnells,Yes,11
2011Q2,Western Australia,50604,Gosnells,No,36
2011Q2,Western Australia,50605,Kalamunda,Yes,4
2011Q2,Western Australia,50605,Kalamunda,No,13
2011Q2,Western Australia,50607,South Perth,Yes,5
2011Q2,Western Australia,50607,South Perth,No,3
2011Q2,Western Australia,50701,Cockburn,Yes,10
2011Q2,Western Australia,50701,Cockburn,No,10
2011Q2,Western Australia,50703,Kwinana,Yes,3
2011Q2,Western Australia,50703,Kwinana,No,10
2011Q2,Western Australia,50704,Melville,Yes,5
2011Q2,Western Australia,50704,Melville,No,8
2011Q2,Western Australia,50705,Rockingham,Yes,16
2011Q2,Western Australia,50705,Rockingham,No,33
2011Q2,Western Australia,50902,Wheat Belt - North,Yes,5
2011Q2,Western Australia,50902,Wheat Belt - North,No,9
2011Q2,Western Australia,50903,Wheat Belt - South,Yes,4
2011Q2,Western Australia,50903,Wheat Belt - South,No,4
2011Q2,Western Australia,51001,Kimberley,Yes,3
2011Q2,Western Australia,51001,Kimberley,No,6
2011Q2,Western Australia,51103,Goldfields,Yes,5
2011Q2,Western Australia,51103,Goldfields,No,4
2011Q2,Western Australia,WA - not in ASGS,WA - not in ASGS,Yes,0
2011Q2,Western Australia,WA - not in ASGS,WA - not in ASGS,No,1
2011Q2,Western Australia,5GPER,Greater Perth,Yes,178
2011Q2,Western Australia,5GPER,Greater Perth,No,347
2011Q2,Western Australia,5RWAU,Rest of WA,Yes,40
2011Q2,Western Australia,5RWAU,Rest of WA,No,82
2011Q2,Tasmania,60102,Hobart - North East,Yes,8
2011Q2,Tasmania,60102,Hobart - North East,No,16
2011Q2,Tasmania,60104,Hobart - South and West,Yes,3
2011Q2,Tasmania,60104,Hobart - South and West,No,11
2011Q2,Tasmania,60201,Launceston,Yes,8
2011Q2,Tasmania,60201,Launceston,No,41
2011Q2,Tasmania,60202,Meander Valley - West Tamar,Yes,3
2011Q2,Tasmania,60202,Meander Valley - West Tamar,No,5
2011Q2,Tasmania,60301,Central Highlands (Tas.),Yes,0
2011Q2,Tasmania,60301,Central Highlands (Tas.),No,8
2011Q2,Tasmania,60302,Huon - Bruny Island,Yes,0
2011Q2,Tasmania,60302,Huon - Bruny Island,No,7
2011Q2,Tasmania,60401,Burnie - Ulverstone,Yes,4
2011Q2,Tasmania,60401,Burnie - Ulverstone,No,21
2011Q2,Tasmania,60402,Devonport,Yes,5
2011Q2,Tasmania,60402,Devonport,No,18
2011Q2,Tasmania,Tas - not in ASGS,Tas - not in ASGS,Yes,0
2011Q2,Tasmania,Tas - not in ASGS,Tas - not in ASGS,No,0
2011Q2,Tasmania,6GHOB,Greater Hobart,Yes,18
2011Q2,Tasmania,6GHOB,Greater Hobart,No,94
2011Q2,Tasmania,6RTAS,Rest of Tas.,Yes,26
2011Q2,Tasmania,6RTAS,Rest of Tas.,No,119
2011Q2,Northern Territory,70102,Darwin Suburbs,Yes,0
2011Q2,Northern Territory,70102,Darwin Suburbs,No,8
2011Q2,Northern Territory,70103,Litchfield,Yes,0
2011Q2,Northern Territory,70103,Litchfield,No,4
2011Q2,Northern Territory,70201,Alice Springs,Yes,4
2011Q2,Northern Territory,70201,Alice Springs,No,5
2011Q2,Northern Territory,70203,Daly - Tiwi - West Arnhem,Yes,0
2011Q2,Northern Territory,70203,Daly - Tiwi - West Arnhem,No,0
2011Q2,Northern Territory,NT - not in ASGS,NT - not in ASGS,Yes,0
2011Q2,Northern Territory,NT - not in ASGS,NT - not in ASGS,No,0
2011Q2,Australian Capital Territory,80101,Belconnen,Yes,4
2011Q2,Australian Capital Territory,80101,Belconnen,No,10
2011Q2,Australian Capital Territory,80107,Tuggeranong,Yes,5
2011Q2,Australian Capital Territory,80107,Tuggeranong,No,23
2011Q2,Australian Capital Territory,80110,Molonglo,Yes,0
2011Q2,Australian Capital Territory,80110,Molonglo,No,0
2011Q2,Australian Capital Territory,80111,Urriarra - Namadgi,Yes,0
2011Q2,Australian Capital Territory,80111,Urriarra - Namadgi,No,0
2011Q2,Australian Capital Territory,ACT - not in ASGS,ACT - not in ASGS,Yes,0
2011Q2,Australian Capital Territory,ACT - not in ASGS,ACT - not in ASGS,No,0
2011Q2,Australian Capital Territory,8ACTE,Australian Capital Territory,Yes,16
2011Q2,Australian Capital Territory,8ACTE,Australian Capital Territory,No,48
2011Q2,Other Territories,90101,Christmas Island,Yes,0
2011Q2,Other Territories,90101,Christmas Island,No,0
2011Q2,Other Territories,90102,Cocos (Keeling) Islands,Yes,0
2011Q2,Other Territories,90102,Cocos (Keeling) Islands,No,0
2011Q2,Other Territories,90103,Jervis Bay,Yes,0
2011Q2,Other Territories,90103,Jervis Bay,No,0
2011Q2,Other Territories,90104,Norfolk Island,Yes,0
2011Q2,Other Territories,90104,Norfolk Island,No,0
2011Q2,Other Territories,9OTER,Other Territories,Yes,0
2011Q2,Other Territories,9OTER,Other Territories,No,0
2011Q3,New South Wales,10102,Queanbeyan,Yes,7
2011Q3,New South Wales,10102,Queanbeyan,No,9
2011Q3,New South Wales,10104,South Coast,Yes,12
2011Q3,New South Wales,10104,South Coast,No,17
2011Q3,New South Wales,10105,Goulburn - Mulwaree,Yes,8
2011Q3,New South Wales,10105,Goulburn - Mulwaree,No,14
2011Q3,New South Wales,10106,Young - Yass,Yes,7
2011Q3,New South Wales,10106,Young - Yass,No,9
2011Q3,New South Wales,10201,Gosford,Yes,24
2011Q3,New South Wales,10201,Gosford,No,75
2011Q3,New South Wales,10202,Wyong,Yes,39
2011Q3,New South Wales,10202,Wyong,No,78
2011Q3,New South Wales,10301,Bathurst,Yes,5
2011Q3,New South Wales,10301,Bathurst,No,13
2011Q3,New South Wales,10302,Lachlan Valley,Yes,4
2011Q3,New South Wales,10302,Lachlan Valley,No,19
2011Q3,New South Wales,10303,Lithgow - Mudgee,Yes,5
2011Q3,New South Wales,10303,Lithgow - Mudgee,No,18
2011Q3,New South Wales,10304,Orange,Yes,5
2011Q3,New South Wales,10304,Orange,No,13
2011Q3,New South Wales,10401,Clarence Valley,Yes,4
2011Q3,New South Wales,10401,Clarence Valley,No,11
2011Q3,New South Wales,10402,Coffs Harbour,Yes,17
2011Q3,New South Wales,10402,Coffs Harbour,No,32
2011Q3,New South Wales,10502,Broken Hill and Far West,Yes,0
2011Q3,New South Wales,10502,Broken Hill and Far West,No,6
2011Q3,New South Wales,10503,Dubbo,Yes,6
2011Q3,New South Wales,10503,Dubbo,No,18
2011Q3,New South Wales,10601,Lower Hunter,Yes,14
2011Q3,New South Wales,10601,Lower Hunter,No,29
2011Q3,New South Wales,10603,Port Stephens,Yes,8
2011Q3,New South Wales,10603,Port Stephens,No,21
2011Q3,New South Wales,10604,Upper Hunter,Yes,6
2011Q3,New South Wales,10604,Upper Hunter,No,10
2011Q3,New South Wales,10701,Dapto - Port Kembla,Yes,7
2011Q3,New South Wales,10701,Dapto - Port Kembla,No,29
2011Q3,New South Wales,10702,Illawarra Catchment Reserve,Yes,0
2011Q3,New South Wales,10702,Illawarra Catchment Reserve,No,0
2011Q3,New South Wales,10703,Kiama - Shellharbour,Yes,8
2011Q3,New South Wales,10703,Kiama - Shellharbour,No,15
2011Q3,New South Wales,10704,Wollongong,Yes,19
2011Q3,New South Wales,10704,Wollongong,No,26
2011Q3,New South Wales,10801,Great Lakes,Yes,6
2011Q3,New South Wales,10801,Great Lakes,No,5
2011Q3,New South Wales,10802,Kempsey - Nambucca,Yes,6
2011Q3,New South Wales,10802,Kempsey - Nambucca,No,9
2011Q3,New South Wales,10803,Lord Howe Island,Yes,0
2011Q3,New South Wales,10803,Lord Howe Island,No,0
2011Q3,New South Wales,10804,Port Macquarie,Yes,13
2011Q3,New South Wales,10804,Port Macquarie,No,14
2011Q3,New South Wales,10805,Taree - Gloucester,Yes,11
2011Q3,New South Wales,10805,Taree - Gloucester,No,24
2011Q3,New South Wales,10901,Albury,Yes,10
2011Q3,New South Wales,10901,Albury,No,23
2011Q3,New South Wales,10903,Upper Murray exc. Albury,Yes,5
2011Q3,New South Wales,10903,Upper Murray exc. Albury,No,15
2011Q3,New South Wales,11002,Inverell - Tenterfield,Yes,3
2011Q3,New South Wales,11002,Inverell - Tenterfield,No,7
2011Q3,New South Wales,11003,Moree - Narrabri,Yes,7
2011Q3,New South Wales,11003,Moree - Narrabri,No,8
2011Q3,New South Wales,11004,Tamworth - Gunnedah,Yes,11
2011Q3,New South Wales,11004,Tamworth - Gunnedah,No,25
2011Q3,New South Wales,11101,Lake Macquarie - East,Yes,15
2011Q3,New South Wales,11101,Lake Macquarie - East,No,32
2011Q3,New South Wales,11103,Newcastle,Yes,19
2011Q3,New South Wales,11103,Newcastle,No,43
2011Q3,New South Wales,11201,Richmond Valley - Coastal,Yes,15
2011Q3,New South Wales,11201,Richmond Valley - Coastal,No,16
2011Q3,New South Wales,11202,Richmond Valley - Hinterland,Yes,3
2011Q3,New South Wales,11202,Richmond Valley - Hinterland,No,17
2011Q3,New South Wales,11203,Tweed Valley,Yes,16
2011Q3,New South Wales,11203,Tweed Valley,No,27
2011Q3,New South Wales,11301,Griffith - Murrumbidgee (West),Yes,4
2011Q3,New South Wales,11301,Griffith - Murrumbidgee (West),No,12
2011Q3,New South Wales,11303,Wagga Wagga,Yes,9
2011Q3,New South Wales,11303,Wagga Wagga,No,32
2011Q3,New South Wales,11401,Shoalhaven,Yes,12
2011Q3,New South Wales,11401,Shoalhaven,No,33
2011Q3,New South Wales,11402,Southern Highlands,Yes,7
2011Q3,New South Wales,11402,Southern Highlands,No,10
2011Q3,New South Wales,11501,Baulkham Hills,Yes,19
2011Q3,New South Wales,11501,Baulkham Hills,No,13
2011Q3,New South Wales,11502,Dural - Wisemans Ferry,Yes,10
2011Q3,New South Wales,11502,Dural - Wisemans Ferry,No,5
2011Q3,New South Wales,11503,Hawkesbury,Yes,4
2011Q3,New South Wales,11503,Hawkesbury,No,8
2011Q3,New South Wales,11601,Blacktown,Yes,17
2011Q3,New South Wales,11601,Blacktown,No,53
2011Q3,New South Wales,11602,Blacktown - North,Yes,8
2011Q3,New South Wales,11602,Blacktown - North,No,28
2011Q3,New South Wales,11603,Mount Druitt,Yes,10
2011Q3,New South Wales,11603,Mount Druitt,No,99
2011Q3,New South Wales,11701,Botany,Yes,6
2011Q3,New South Wales,11701,Botany,No,13
2011Q3,New South Wales,11703,Sydney Inner City,Yes,24
2011Q3,New South Wales,11703,Sydney Inner City,No,37
2011Q3,New South Wales,11801,Eastern Suburbs - North,Yes,12
2011Q3,New South Wales,11801,Eastern Suburbs - North,No,21
2011Q3,New South Wales,11802,Eastern Suburbs - South,Yes,6
2011Q3,New South Wales,11802,Eastern Suburbs - South,No,27
2011Q3,New South Wales,11901,Bankstown,Yes,24
2011Q3,New South Wales,11901,Bankstown,No,51
2011Q3,New South Wales,11902,Canterbury,Yes,16
2011Q3,New South Wales,11902,Canterbury,No,26
2011Q3,New South Wales,11903,Hurstville,Yes,10
2011Q3,New South Wales,11903,Hurstville,No,19
2011Q3,New South Wales,11904,Kogarah - Rockdale,Yes,17
2011Q3,New South Wales,11904,Kogarah - Rockdale,No,25
2011Q3,New South Wales,12001,Canada Bay,Yes,5
2011Q3,New South Wales,12001,Canada Bay,No,20
2011Q3,New South Wales,12002,Leichhardt,Yes,5
2011Q3,New South Wales,12002,Leichhardt,No,14
2011Q3,New South Wales,12003,Strathfield - Burwood - Ashfield,Yes,8
2011Q3,New South Wales,12003,Strathfield - Burwood - Ashfield,No,23
2011Q3,New South Wales,12101,Chatswood - Lane Cove,Yes,9
2011Q3,New South Wales,12101,Chatswood - Lane Cove,No,11
2011Q3,New South Wales,12102,Hornsby,Yes,5
2011Q3,New South Wales,12102,Hornsby,No,11
2011Q3,New South Wales,12103,Ku-ring-gai,Yes,12
2011Q3,New South Wales,12103,Ku-ring-gai,No,6
2011Q3,New South Wales,12104,North Sydney - Mosman,Yes,9
2011Q3,New South Wales,12104,North Sydney - Mosman,No,23
2011Q3,New South Wales,12201,Manly,Yes,3
2011Q3,New South Wales,12201,Manly,No,5
2011Q3,New South Wales,12202,Pittwater,Yes,9
2011Q3,New South Wales,12202,Pittwater,No,4
2011Q3,New South Wales,12203,Warringah,Yes,18
2011Q3,New South Wales,12203,Warringah,No,40
2011Q3,New South Wales,12301,Camden,Yes,9
2011Q3,New South Wales,12301,Camden,No,15
2011Q3,New South Wales,12302,Campbelltown (NSW),Yes,12
2011Q3,New South Wales,12302,Campbelltown (NSW),No,74
2011Q3,New South Wales,12303,Wollondilly,Yes,5
2011Q3,New South Wales,12303,Wollondilly,No,8
2011Q3,New South Wales,12401,Blue Mountains,Yes,4
2011Q3,New South Wales,12401,Blue Mountains,No,17
2011Q3,New South Wales,12402,Blue Mountains - South,Yes,0
2011Q3,New South Wales,12402,Blue Mountains - South,No,0
2011Q3,New South Wales,12403,Penrith,Yes,11
2011Q3,New South Wales,12403,Penrith,No,63
2011Q3,New South Wales,12404,Richmond - Windsor,Yes,4
2011Q3,New South Wales,12404,Richmond - Windsor,No,18
2011Q3,New South Wales,12405,St Marys,Yes,8
2011Q3,New South Wales,12405,St Marys,No,28
2011Q3,New South Wales,12501,Auburn,Yes,9
2011Q3,New South Wales,12501,Auburn,No,8
2011Q3,New South Wales,12502,Carlingford,Yes,4
2011Q3,New South Wales,12502,Carlingford,No,17
2011Q3,New South Wales,12503,Merrylands - Guildford,Yes,17
2011Q3,New South Wales,12503,Merrylands - Guildford,No,50
2011Q3,New South Wales,12504,Parramatta,Yes,3
2011Q3,New South Wales,12504,Parramatta,No,26
2011Q3,New South Wales,12602,Ryde - Hunters Hill,Yes,10
2011Q3,New South Wales,12602,Ryde - Hunters Hill,No,25
2011Q3,New South Wales,12701,Bringelly - Green Valley,Yes,11
2011Q3,New South Wales,12701,Bringelly - Green Valley,No,34
2011Q3,New South Wales,12702,Fairfield,Yes,21
2011Q3,New South Wales,12702,Fairfield,No,59
2011Q3,New South Wales,12703,Liverpool,Yes,11
2011Q3,New South Wales,12703,Liverpool,No,35
2011Q3,New South Wales,12801,Cronulla - Miranda - Caringbah,Yes,23
2011Q3,New South Wales,12801,Cronulla - Miranda - Caringbah,No,14
2011Q3,New South Wales,12802,Sutherland - Menai - Heathcote,Yes,9
2011Q3,New South Wales,12802,Sutherland - Menai - Heathcote,No,17
2011Q3,New South Wales,NSW - not in ASGS,NSW - not in ASGS,Yes,0
2011Q3,New South Wales,NSW - not in ASGS,NSW - not in ASGS,No,0
2011Q3,New South Wales,1GSYD,Greater Sydney,Yes,511
