Quarter,State,ASGS Code,ASGS Name,In a business or company,Number of people entering a new personal insolvency
2007Q3,New South Wales,10102,Queanbeyan,Yes,4
2007Q3,New South Wales,10102,Queanbeyan,No,14
2007Q3,New South Wales,10104,South Coast,Yes,12
2007Q3,New South Wales,10104,South Coast,No,26
2007Q3,New South Wales,10106,Young - Yass,Yes,6
2007Q3,New South Wales,10106,Young - Yass,No,9
2007Q3,New South Wales,10201,Gosford,Yes,28
2007Q3,New South Wales,10201,Gosford,No,68
2007Q3,New South Wales,10202,Wyong,Yes,33
2007Q3,New South Wales,10202,Wyong,No,84
2007Q3,New South Wales,10301,Bathurst,Yes,5
2007Q3,New South Wales,10301,Bathurst,No,13
2007Q3,New South Wales,10302,Lachlan Valley,Yes,7
2007Q3,New South Wales,10302,Lachlan Valley,No,23
2007Q3,New South Wales,10304,Orange,Yes,8
2007Q3,New South Wales,10304,Orange,No,16
2007Q3,New South Wales,10401,Clarence Valley,Yes,3
2007Q3,New South Wales,10401,Clarence Valley,No,22
2007Q3,New South Wales,10402,Coffs Harbour,Yes,14
2007Q3,New South Wales,10402,Coffs Harbour,No,23
2007Q3,New South Wales,10503,Dubbo,Yes,9
2007Q3,New South Wales,10503,Dubbo,No,31
2007Q3,New South Wales,10601,Lower Hunter,Yes,8
2007Q3,New South Wales,10601,Lower Hunter,No,29
2007Q3,New South Wales,10602,Maitland,Yes,5
2007Q3,New South Wales,10602,Maitland,No,13
2007Q3,New South Wales,10603,Port Stephens,Yes,9
2007Q3,New South Wales,10603,Port Stephens,No,19
2007Q3,New South Wales,10604,Upper Hunter,Yes,0
2007Q3,New South Wales,10604,Upper Hunter,No,6
2007Q3,New South Wales,10701,Dapto - Port Kembla,Yes,6
2007Q3,New South Wales,10701,Dapto - Port Kembla,No,28
2007Q3,New South Wales,10702,Illawarra Catchment Reserve,Yes,0
2007Q3,New South Wales,10702,Illawarra Catchment Reserve,No,0
2007Q3,New South Wales,10703,Kiama - Shellharbour,Yes,11
2007Q3,New South Wales,10703,Kiama - Shellharbour,No,19
2007Q3,New South Wales,10704,Wollongong,Yes,18
2007Q3,New South Wales,10704,Wollongong,No,25
2007Q3,New South Wales,10802,Kempsey - Nambucca,Yes,10
2007Q3,New South Wales,10802,Kempsey - Nambucca,No,13
2007Q3,New South Wales,10803,Lord Howe Island,Yes,0
2007Q3,New South Wales,10803,Lord Howe Island,No,0
2007Q3,New South Wales,10804,Port Macquarie,Yes,6
2007Q3,New South Wales,10804,Port Macquarie,No,23
2007Q3,New South Wales,10805,Taree - Gloucester,Yes,4
2007Q3,New South Wales,10805,Taree - Gloucester,No,19
2007Q3,New South Wales,10901,Albury,Yes,5
2007Q3,New South Wales,10901,Albury,No,20
2007Q3,New South Wales,10903,Upper Murray exc. Albury,Yes,7
2007Q3,New South Wales,10903,Upper Murray exc. Albury,No,11
2007Q3,New South Wales,11003,Moree - Narrabri,Yes,3
2007Q3,New South Wales,11003,Moree - Narrabri,No,6
2007Q3,New South Wales,11004,Tamworth - Gunnedah,Yes,4
2007Q3,New South Wales,11004,Tamworth - Gunnedah,No,21
2007Q3,New South Wales,11101,Lake Macquarie - East,Yes,13
2007Q3,New South Wales,11101,Lake Macquarie - East,No,38
2007Q3,New South Wales,11102,Lake Macquarie - West,Yes,5
2007Q3,New South Wales,11102,Lake Macquarie - West,No,16
2007Q3,New South Wales,11103,Newcastle,Yes,10
2007Q3,New South Wales,11103,Newcastle,No,52
2007Q3,New South Wales,11201,Richmond Valley - Coastal,Yes,9
2007Q3,New South Wales,11201,Richmond Valley - Coastal,No,17
2007Q3,New South Wales,11202,Richmond Valley - Hinterland,Yes,0
2007Q3,New South Wales,11202,Richmond Valley - Hinterland,No,14
2007Q3,New South Wales,11203,Tweed Valley,Yes,14
2007Q3,New South Wales,11203,Tweed Valley,No,21
2007Q3,New South Wales,11301,Griffith - Murrumbidgee (West),Yes,6
2007Q3,New South Wales,11301,Griffith - Murrumbidgee (West),No,14
2007Q3,New South Wales,11303,Wagga Wagga,Yes,9
2007Q3,New South Wales,11303,Wagga Wagga,No,32
2007Q3,New South Wales,11401,Shoalhaven,Yes,11
2007Q3,New South Wales,11401,Shoalhaven,No,31
2007Q3,New South Wales,11402,Southern Highlands,Yes,7
2007Q3,New South Wales,11402,Southern Highlands,No,11
2007Q3,New South Wales,11501,Baulkham Hills,Yes,15
2007Q3,New South Wales,11501,Baulkham Hills,No,24
2007Q3,New South Wales,11503,Hawkesbury,Yes,4
2007Q3,New South Wales,11503,Hawkesbury,No,7
2007Q3,New South Wales,11504,Rouse Hill - McGraths Hill,Yes,8
2007Q3,New South Wales,11504,Rouse Hill - McGraths Hill,No,4
2007Q3,New South Wales,11601,Blacktown,Yes,17
2007Q3,New South Wales,11601,Blacktown,No,72
2007Q3,New South Wales,11602,Blacktown - North,Yes,11
2007Q3,New South Wales,11602,Blacktown - North,No,25
2007Q3,New South Wales,11603,Mount Druitt,Yes,23
2007Q3,New South Wales,11603,Mount Druitt,No,72
2007Q3,New South Wales,11701,Botany,Yes,4
2007Q3,New South Wales,11701,Botany,No,10
2007Q3,New South Wales,11702,Marrickville - Sydenham - Petersham,Yes,5
2007Q3,New South Wales,11702,Marrickville - Sydenham - Petersham,No,17
2007Q3,New South Wales,11703,Sydney Inner City,Yes,22
2007Q3,New South Wales,11703,Sydney Inner City,No,70
2007Q3,New South Wales,11801,Eastern Suburbs - North,Yes,20
2007Q3,New South Wales,11801,Eastern Suburbs - North,No,22
2007Q3,New South Wales,11802,Eastern Suburbs - South,Yes,14
2007Q3,New South Wales,11802,Eastern Suburbs - South,No,36
2007Q3,New South Wales,11901,Bankstown,Yes,24
2007Q3,New South Wales,11901,Bankstown,No,45
2007Q3,New South Wales,11902,Canterbury,Yes,16
2007Q3,New South Wales,11902,Canterbury,No,34
2007Q3,New South Wales,11903,Hurstville,Yes,14
2007Q3,New South Wales,11903,Hurstville,No,24
2007Q3,New South Wales,11904,Kogarah - Rockdale,Yes,9
2007Q3,New South Wales,11904,Kogarah - Rockdale,No,44
2007Q3,New South Wales,12001,Canada Bay,Yes,7
2007Q3,New South Wales,12001,Canada Bay,No,8
2007Q3,New South Wales,12002,Leichhardt,Yes,6
2007Q3,New South Wales,12002,Leichhardt,No,9
2007Q3,New South Wales,12003,Strathfield - Burwood - Ashfield,Yes,9
2007Q3,New South Wales,12003,Strathfield - Burwood - Ashfield,No,29
2007Q3,New South Wales,12102,Hornsby,Yes,8
2007Q3,New South Wales,12102,Hornsby,No,22
2007Q3,New South Wales,12103,Ku-ring-gai,Yes,9
2007Q3,New South Wales,12103,Ku-ring-gai,No,6
2007Q3,New South Wales,12104,North Sydney - Mosman,Yes,7
2007Q3,New South Wales,12104,North Sydney - Mosman,No,14
2007Q3,New South Wales,12202,Pittwater,Yes,6
2007Q3,New South Wales,12202,Pittwater,No,7
2007Q3,New South Wales,12203,Warringah,Yes,12
2007Q3,New South Wales,12203,Warringah,No,30
2007Q3,New South Wales,12301,Camden,Yes,8
2007Q3,New South Wales,12301,Camden,No,18
2007Q3,New South Wales,12302,Campbelltown (NSW),Yes,20
2007Q3,New South Wales,12302,Campbelltown (NSW),No,110
2007Q3,New South Wales,12303,Wollondilly,Yes,4
2007Q3,New South Wales,12303,Wollondilly,No,9
2007Q3,New South Wales,12401,Blue Mountains,Yes,10
2007Q3,New South Wales,12401,Blue Mountains,No,19
2007Q3,New South Wales,12402,Blue Mountains - South,Yes,0
2007Q3,New South Wales,12402,Blue Mountains - South,No,0
2007Q3,New South Wales,12403,Penrith,Yes,30
2007Q3,New South Wales,12403,Penrith,No,51
2007Q3,New South Wales,12404,Richmond - Windsor,Yes,5
2007Q3,New South Wales,12404,Richmond - Windsor,No,19
2007Q3,New South Wales,12405,St Marys,Yes,6
2007Q3,New South Wales,12405,St Marys,No,29
2007Q3,New South Wales,12501,Auburn,Yes,7
2007Q3,New South Wales,12501,Auburn,No,16
2007Q3,New South Wales,12502,Carlingford,Yes,5
2007Q3,New South Wales,12502,Carlingford,No,12
2007Q3,New South Wales,12503,Merrylands - Guildford,Yes,25
2007Q3,New South Wales,12503,Merrylands - Guildford,No,46
2007Q3,New South Wales,12504,Parramatta,Yes,11
2007Q3,New South Wales,12504,Parramatta,No,51
2007Q3,New South Wales,12601,Pennant Hills - Epping,Yes,3
2007Q3,New South Wales,12601,Pennant Hills - Epping,No,5
2007Q3,New South Wales,12602,Ryde - Hunters Hill,Yes,8
2007Q3,New South Wales,12602,Ryde - Hunters Hill,No,21
2007Q3,New South Wales,12701,Bringelly - Green Valley,Yes,14
2007Q3,New South Wales,12701,Bringelly - Green Valley,No,34
2007Q3,New South Wales,12702,Fairfield,Yes,28
2007Q3,New South Wales,12702,Fairfield,No,87
2007Q3,New South Wales,12703,Liverpool,Yes,13
2007Q3,New South Wales,12703,Liverpool,No,52
2007Q3,New South Wales,12801,Cronulla - Miranda - Caringbah,Yes,7
2007Q3,New South Wales,12801,Cronulla - Miranda - Caringbah,No,17
2007Q3,New South Wales,12802,Sutherland - Menai - Heathcote,Yes,11
2007Q3,New South Wales,12802,Sutherland - Menai - Heathcote,No,14
2007Q3,New South Wales,NSW - not in ASGS,NSW - not in ASGS,Yes,0
2007Q3,New South Wales,NSW - not in ASGS,NSW - not in ASGS,No,0
2007Q3,New South Wales,1GSYD,Greater Sydney,Yes,553
2007Q3,New South Wales,1GSYD,Greater Sydney,No,1405
2007Q3,New South Wales,1RNSW,Rest of NSW,Yes,262
2007Q3,New South Wales,1RNSW,Rest of NSW,No,735
2007Q3,Victoria,20101,Ballarat,Yes,18
2007Q3,Victoria,20101,Ballarat,No,22
2007Q3,Victoria,20102,Creswick - Daylesford - Ballan,Yes,3
2007Q3,Victoria,20102,Creswick - Daylesford - Ballan,No,7
2007Q3,Victoria,20302,Geelong,Yes,16
2007Q3,Victoria,20302,Geelong,No,59
2007Q3,Victoria,20303,Surf Coast - Bellarine Peninsula,Yes,8
2007Q3,Victoria,20303,Surf Coast - Bellarine Peninsula,No,4
2007Q3,Victoria,20401,Upper Goulburn Valley,Yes,4
2007Q3,Victoria,20401,Upper Goulburn Valley,No,14
2007Q3,Victoria,20403,Wodonga - Alpine,Yes,7
2007Q3,Victoria,20403,Wodonga - Alpine,No,22
2007Q3,Victoria,20501,Baw Baw,Yes,3
2007Q3,Victoria,20501,Baw Baw,No,14
2007Q3,Victoria,20504,Latrobe Valley,Yes,8
2007Q3,Victoria,20504,Latrobe Valley,No,26
2007Q3,Victoria,20505,Wellington,Yes,3
2007Q3,Victoria,20505,Wellington,No,14
2007Q3,Victoria,20601,Brunswick - Coburg,Yes,14
2007Q3,Victoria,20601,Brunswick - Coburg,No,16
2007Q3,Victoria,20602,Darebin - South,Yes,5
2007Q3,Victoria,20602,Darebin - South,No,10
2007Q3,Victoria,20603,Essendon,Yes,6
2007Q3,Victoria,20603,Essendon,No,8
2007Q3,Victoria,20604,Melbourne City,Yes,4
2007Q3,Victoria,20604,Melbourne City,No,16
2007Q3,Victoria,20605,Port Phillip,Yes,13
2007Q3,Victoria,20605,Port Phillip,No,22
2007Q3,Victoria,20606,Stonnington - West,Yes,7
2007Q3,Victoria,20606,Stonnington - West,No,9
2007Q3,Victoria,20607,Yarra,Yes,7
2007Q3,Victoria,20607,Yarra,No,19
2007Q3,Victoria,20701,Boroondara,Yes,15
2007Q3,Victoria,20701,Boroondara,No,11
2007Q3,Victoria,20702,Manningham - West,Yes,14
2007Q3,Victoria,20702,Manningham - West,No,13
2007Q3,Victoria,20703,Whitehorse - West,Yes,3
2007Q3,Victoria,20703,Whitehorse - West,No,13
2007Q3,Victoria,20801,Bayside,Yes,7
2007Q3,Victoria,20801,Bayside,No,9
2007Q3,Victoria,20802,Glen Eira,Yes,9
2007Q3,Victoria,20802,Glen Eira,No,19
2007Q3,Victoria,20803,Kingston,Yes,16
2007Q3,Victoria,20803,Kingston,No,22
2007Q3,Victoria,20804,Stonnington - East,Yes,5
2007Q3,Victoria,20804,Stonnington - East,No,7
2007Q3,Victoria,20901,Banyule,Yes,8
2007Q3,Victoria,20901,Banyule,No,21
2007Q3,Victoria,20902,Darebin - North,Yes,3
2007Q3,Victoria,20902,Darebin - North,No,34
2007Q3,Victoria,20903,Nillumbik - Kinglake,Yes,6
2007Q3,Victoria,20903,Nillumbik - Kinglake,No,14
2007Q3,Victoria,20904,Whittlesea - Wallan,Yes,19
2007Q3,Victoria,20904,Whittlesea - Wallan,No,51
2007Q3,Victoria,21001,Keilor,Yes,8
2007Q3,Victoria,21001,Keilor,No,11
2007Q3,Victoria,21003,Moreland - North,Yes,10
2007Q3,Victoria,21003,Moreland - North,No,29
2007Q3,Victoria,21004,Sunbury,Yes,6
2007Q3,Victoria,21004,Sunbury,No,11
2007Q3,Victoria,21005,Tullamarine - Broadmeadows,Yes,14
2007Q3,Victoria,21005,Tullamarine - Broadmeadows,No,46
2007Q3,Victoria,21101,Knox,Yes,13
2007Q3,Victoria,21101,Knox,No,33
2007Q3,Victoria,21103,Maroondah,Yes,8
2007Q3,Victoria,21103,Maroondah,No,25
2007Q3,Victoria,21105,Yarra Ranges,Yes,17
2007Q3,Victoria,21105,Yarra Ranges,No,34
2007Q3,Victoria,21201,Cardinia,Yes,9
2007Q3,Victoria,21201,Cardinia,No,27
2007Q3,Victoria,21202,Casey - North,Yes,17
2007Q3,Victoria,21202,Casey - North,No,32
2007Q3,Victoria,21203,Casey - South,Yes,23
2007Q3,Victoria,21203,Casey - South,No,52
2007Q3,Victoria,21204,Dandenong,Yes,14
2007Q3,Victoria,21204,Dandenong,No,49
2007Q3,Victoria,21205,Monash,Yes,9
2007Q3,Victoria,21205,Monash,No,30
2007Q3,Victoria,21301,Brimbank,Yes,15
2007Q3,Victoria,21301,Brimbank,No,71
2007Q3,Victoria,21302,Hobsons Bay,Yes,3
2007Q3,Victoria,21302,Hobsons Bay,No,27
2007Q3,Victoria,21303,Maribyrnong,Yes,3
2007Q3,Victoria,21303,Maribyrnong,No,23
2007Q3,Victoria,21304,Melton - Bacchus Marsh,Yes,18
2007Q3,Victoria,21304,Melton - Bacchus Marsh,No,38
2007Q3,Victoria,21305,Wyndham,Yes,21
2007Q3,Victoria,21305,Wyndham,No,58
2007Q3,Victoria,21401,Frankston,Yes,22
2007Q3,Victoria,21401,Frankston,No,78
2007Q3,Victoria,21402,Mornington Peninsula,Yes,24
2007Q3,Victoria,21402,Mornington Peninsula,No,54
2007Q3,Victoria,21501,Grampians,Yes,6
2007Q3,Victoria,21501,Grampians,No,22
2007Q3,Victoria,21502,Mildura,Yes,13
2007Q3,Victoria,21502,Mildura,No,13
2007Q3,Victoria,21503,Murray River - Swan Hill,Yes,3
2007Q3,Victoria,21503,Murray River - Swan Hill,No,9
2007Q3,Victoria,21602,Moira,Yes,0
2007Q3,Victoria,21602,Moira,No,12
2007Q3,Victoria,21603,Shepparton,Yes,6
2007Q3,Victoria,21603,Shepparton,No,22
2007Q3,Victoria,21703,Colac - Corangamite,Yes,3
2007Q3,Victoria,21703,Colac - Corangamite,No,9
2007Q3,Victoria,Vic - not in ASGS,Vic - not in ASGS,Yes,0
2007Q3,Victoria,Vic - not in ASGS,Vic - not in ASGS,No,0
2007Q3,Victoria,2GMEL,Greater Melbourne,Yes,420
2007Q3,Victoria,2GMEL,Greater Melbourne,No,1055
2007Q3,Victoria,2RVIC,Rest of Vic.,Yes,118
2007Q3,Victoria,2RVIC,Rest of Vic.,No,369
2007Q3,Queensland,30101,Capalaba,Yes,9
2007Q3,Queensland,30101,Capalaba,No,19
2007Q3,Queensland,30102,Cleveland - Stradbroke,Yes,14
2007Q3,Queensland,30102,Cleveland - Stradbroke,No,23
2007Q3,Queensland,30103,Wynnum - Manly,Yes,9
2007Q3,Queensland,30103,Wynnum - Manly,No,23
2007Q3,Queensland,30202,Chermside,Yes,10
2007Q3,Queensland,30202,Chermside,No,27
2007Q3,Queensland,30204,Sandgate,Yes,3
2007Q3,Queensland,30204,Sandgate,No,27
2007Q3,Queensland,30301,Carindale,Yes,4
2007Q3,Queensland,30301,Carindale,No,10
2007Q3,Queensland,30303,Mt Gravatt,Yes,10
2007Q3,Queensland,30303,Mt Gravatt,No,11
2007Q3,Queensland,30305,Rocklea - Acacia Ridge,Yes,6
2007Q3,Queensland,30305,Rocklea - Acacia Ridge,No,12
2007Q3,Queensland,30306,Sunnybank,Yes,3
2007Q3,Queensland,30306,Sunnybank,No,19
2007Q3,Queensland,30402,Kenmore - Brookfield - Moggill,Yes,4
2007Q3,Queensland,30402,Kenmore - Brookfield - Moggill,No,4
2007Q3,Queensland,30404,The Gap - Enoggera,Yes,3
2007Q3,Queensland,30404,The Gap - Enoggera,No,6
2007Q3,Queensland,30501,Brisbane Inner,Yes,7
2007Q3,Queensland,30501,Brisbane Inner,No,11
2007Q3,Queensland,30503,Brisbane Inner - North,Yes,5
2007Q3,Queensland,30503,Brisbane Inner - North,No,15
2007Q3,Queensland,30504,Brisbane Inner - West,Yes,4
2007Q3,Queensland,30504,Brisbane Inner - West,No,11
2007Q3,Queensland,30601,Cairns - North,Yes,6
2007Q3,Queensland,30601,Cairns - North,No,8
2007Q3,Queensland,30602,Cairns - South,Yes,6
2007Q3,Queensland,30602,Cairns - South,No,23
2007Q3,Queensland,30604,Port Douglas - Daintree,Yes,0
2007Q3,Queensland,30604,Port Douglas - Daintree,No,3
2007Q3,Queensland,30605,Tablelands (East) - Kuranda,Yes,4
2007Q3,Queensland,30605,Tablelands (East) - Kuranda,No,6
2007Q3,Queensland,30702,Darling Downs - East,Yes,5
2007Q3,Queensland,30702,Darling Downs - East,No,9
2007Q3,Queensland,30801,Central Highlands (Qld),Yes,0
2007Q3,Queensland,30801,Central Highlands (Qld),No,11
2007Q3,Queensland,30803,Rockhampton,Yes,8
2007Q3,Queensland,30803,Rockhampton,No,29
2007Q3,Queensland,30804,Biloela,Yes,0
2007Q3,Queensland,30804,Biloela,No,6
2007Q3,Queensland,30805,Gladstone,Yes,3
2007Q3,Queensland,30805,Gladstone,No,24
2007Q3,Queensland,30901,Broadbeach - Burleigh,Yes,12
2007Q3,Queensland,30901,Broadbeach - Burleigh,No,23
2007Q3,Queensland,30902,Coolangatta,Yes,9
2007Q3,Queensland,30902,Coolangatta,No,15
2007Q3,Queensland,30903,Gold Coast - North,Yes,17
2007Q3,Queensland,30903,Gold Coast - North,No,29
2007Q3,Queensland,30905,Mudgeeraba - Tallebudgera,Yes,8
2007Q3,Queensland,30905,Mudgeeraba - Tallebudgera,No,4
2007Q3,Queensland,30906,Nerang,Yes,14
2007Q3,Queensland,30906,Nerang,No,31
2007Q3,Queensland,30907,Ormeau - Oxenford,Yes,20
2007Q3,Queensland,30907,Ormeau - Oxenford,No,39
2007Q3,Queensland,30908,Robina,Yes,17
2007Q3,Queensland,30908,Robina,No,17
2007Q3,Queensland,30909,Southport,Yes,13
2007Q3,Queensland,30909,Southport,No,24
2007Q3,Queensland,30910,Surfers Paradise,Yes,7
2007Q3,Queensland,30910,Surfers Paradise,No,12
2007Q3,Queensland,31001,Forest Lake - Oxley,Yes,5
2007Q3,Queensland,31001,Forest Lake - Oxley,No,22
2007Q3,Queensland,31002,Ipswich Hinterland,Yes,7
2007Q3,Queensland,31002,Ipswich Hinterland,No,11
2007Q3,Queensland,31003,Ipswich Inner,Yes,8
2007Q3,Queensland,31003,Ipswich Inner,No,36
2007Q3,Queensland,31004,Springfield - Redbank,Yes,4
2007Q3,Queensland,31004,Springfield - Redbank,No,31
2007Q3,Queensland,31102,Beenleigh,Yes,4
2007Q3,Queensland,31102,Beenleigh,No,24
2007Q3,Queensland,31103,Browns Plains,Yes,8
2007Q3,Queensland,31103,Browns Plains,No,40
2007Q3,Queensland,31104,Jimboomba,Yes,7
2007Q3,Queensland,31104,Jimboomba,No,9
2007Q3,Queensland,31105,Loganlea - Carbrook,Yes,10
2007Q3,Queensland,31105,Loganlea - Carbrook,No,15
2007Q3,Queensland,31106,Springwood - Kingston,Yes,17
2007Q3,Queensland,31106,Springwood - Kingston,No,39
2007Q3,Queensland,31201,Bowen Basin - North,Yes,6
2007Q3,Queensland,31201,Bowen Basin - North,No,5
2007Q3,Queensland,31202,Mackay,Yes,10
2007Q3,Queensland,31202,Mackay,No,22
2007Q3,Queensland,31301,Bribie - Beachmere,Yes,7
2007Q3,Queensland,31301,Bribie - Beachmere,No,8
2007Q3,Queensland,31302,Caboolture,Yes,7
2007Q3,Queensland,31302,Caboolture,No,24
2007Q3,Queensland,31304,Narangba - Burpengary,Yes,7
2007Q3,Queensland,31304,Narangba - Burpengary,No,13
2007Q3,Queensland,31305,Redcliffe,Yes,10
2007Q3,Queensland,31305,Redcliffe,No,23
2007Q3,Queensland,31401,The Hills District,Yes,4
2007Q3,Queensland,31401,The Hills District,No,14
2007Q3,Queensland,31402,North Lakes,Yes,7
2007Q3,Queensland,31402,North Lakes,No,19
2007Q3,Queensland,31503,Outback - South,Yes,3
2007Q3,Queensland,31503,Outback - South,No,5
2007Q3,Queensland,31601,Buderim,Yes,9
2007Q3,Queensland,31601,Buderim,No,13
2007Q3,Queensland,31602,Caloundra,Yes,6
2007Q3,Queensland,31602,Caloundra,No,32
2007Q3,Queensland,31603,Maroochy,Yes,11
2007Q3,Queensland,31603,Maroochy,No,23
2007Q3,Queensland,31605,Noosa,Yes,13
2007Q3,Queensland,31605,Noosa,No,12
2007Q3,Queensland,31606,Sunshine Coast Hinterland,Yes,11
2007Q3,Queensland,31606,Sunshine Coast Hinterland,No,10
2007Q3,Queensland,31607,Nambour,Yes,4
2007Q3,Queensland,31607,Nambour,No,9
2007Q3,Queensland,31701,Toowoomba,Yes,11
2007Q3,Queensland,31701,Toowoomba,No,48
2007Q3,Queensland,31801,Charters Towers - Ayr - Ingham,Yes,0
2007Q3,Queensland,31801,Charters Towers - Ayr - Ingham,No,8
2007Q3,Queensland,31802,Townsville,Yes,19
2007Q3,Queensland,31802,Townsville,No,55
2007Q3,Queensland,31901,Bundaberg,Yes,7
2007Q3,Queensland,31901,Bundaberg,No,31
2007Q3,Queensland,31902,Burnett,Yes,8
2007Q3,Queensland,31902,Burnett,No,12
2007Q3,Queensland,31904,Hervey Bay,Yes,6
2007Q3,Queensland,31904,Hervey Bay,No,14
2007Q3,Queensland,31905,Maryborough,Yes,4
2007Q3,Queensland,31905,Maryborough,No,20
2007Q3,Queensland,Qld - not in ASGS,Qld - not in ASGS,Yes,1
2007Q3,Queensland,Qld - not in ASGS,Qld - not in ASGS,No,0
2007Q3,Queensland,3GBRI,Greater Brisbane,Yes,217
2007Q3,Queensland,3GBRI,Greater Brisbane,No,633
2007Q3,Queensland,3RQLD,Rest of Qld,Yes,288
2007Q3,Queensland,3RQLD,Rest of Qld,No,691
2007Q3,South Australia,40101,Adelaide City,Yes,3
2007Q3,South Australia,40101,Adelaide City,No,3
2007Q3,South Australia,40102,Adelaide Hills,Yes,4
2007Q3,South Australia,40102,Adelaide Hills,No,6
2007Q3,South Australia,40104,Campbelltown (SA),Yes,0
2007Q3,South Australia,40104,Campbelltown (SA),No,14
2007Q3,South Australia,40105,Norwood - Payneham - St Peters,Yes,4
2007Q3,South Australia,40105,Norwood - Payneham - St Peters,No,6
2007Q3,South Australia,40201,Gawler - Two Wells,Yes,5
2007Q3,South Australia,40201,Gawler - Two Wells,No,10
2007Q3,South Australia,40202,Playford,Yes,7
2007Q3,South Australia,40202,Playford,No,56
2007Q3,South Australia,40203,Port Adelaide - East,Yes,4
2007Q3,South Australia,40203,Port Adelaide - East,No,25
2007Q3,South Australia,40204,Salisbury,Yes,11
2007Q3,South Australia,40204,Salisbury,No,50
2007Q3,South Australia,40205,Tea Tree Gully,Yes,5
2007Q3,South Australia,40205,Tea Tree Gully,No,23
2007Q3,South Australia,40302,Marion,Yes,5
2007Q3,South Australia,40302,Marion,No,19
2007Q3,South Australia,40304,Onkaparinga,Yes,12
2007Q3,South Australia,40304,Onkaparinga,No,53
2007Q3,South Australia,40401,Charles Sturt,Yes,5
2007Q3,South Australia,40401,Charles Sturt,No,31
2007Q3,South Australia,40402,Port Adelaide - West,Yes,4
2007Q3,South Australia,40402,Port Adelaide - West,No,27
2007Q3,South Australia,40403,West Torrens,Yes,7
2007Q3,South Australia,40403,West Torrens,No,19
2007Q3,South Australia,40501,Barossa,Yes,7
2007Q3,South Australia,40501,Barossa,No,6
2007Q3,South Australia,40502,Lower North,Yes,3
2007Q3,South Australia,40502,Lower North,No,4
2007Q3,South Australia,40503,Mid North,Yes,0
2007Q3,South Australia,40503,Mid North,No,14
2007Q3,South Australia,40601,Eyre Peninsula and South West,Yes,4
2007Q3,South Australia,40601,Eyre Peninsula and South West,No,10
2007Q3,South Australia,40701,Fleurieu - Kangaroo Island,Yes,3
2007Q3,South Australia,40701,Fleurieu - Kangaroo Island,No,6
2007Q3,South Australia,40702,Limestone Coast,Yes,3
2007Q3,South Australia,40702,Limestone Coast,No,18
2007Q3,South Australia,40703,Murray and Mallee,Yes,6
2007Q3,South Australia,40703,Murray and Mallee,No,18
2007Q3,South Australia,SA - not in ASGS,SA - not in ASGS,Yes,0
2007Q3,South Australia,SA - not in ASGS,SA - not in ASGS,No,0
2007Q3,South Australia,4GADE,Greater Adelaide,Yes,83
2007Q3,South Australia,4GADE,Greater Adelaide,No,366
2007Q3,South Australia,4RSAU,Rest of SA,Yes,27
2007Q3,South Australia,4RSAU,Rest of SA,No,85
2007Q3,Western Australia,50101,Augusta - Margaret River - Busselton,Yes,3
2007Q3,Western Australia,50101,Augusta - Margaret River - Busselton,No,5
2007Q3,Western Australia,50102,Bunbury,Yes,6
2007Q3,Western Australia,50102,Bunbury,No,24
2007Q3,Western Australia,50103,Manjimup,Yes,0
2007Q3,Western Australia,50103,Manjimup,No,4
2007Q3,Western Australia,50201,Mandurah,Yes,4
2007Q3,Western Australia,50201,Mandurah,No,13
2007Q3,Western Australia,50301,Cottesloe - Claremont,Yes,7
2007Q3,Western Australia,50301,Cottesloe - Claremont,No,4
2007Q3,Western Australia,50401,Bayswater - Bassendean,Yes,5
2007Q3,Western Australia,50401,Bayswater - Bassendean,No,15
2007Q3,Western Australia,50403,Swan,Yes,6
2007Q3,Western Australia,50403,Swan,No,20
2007Q3,Western Australia,50501,Joondalup,Yes,8
2007Q3,Western Australia,50501,Joondalup,No,14
2007Q3,Western Australia,50502,Stirling,Yes,8
2007Q3,Western Australia,50502,Stirling,No,29
2007Q3,Western Australia,50503,Wanneroo,Yes,10
2007Q3,Western Australia,50503,Wanneroo,No,24
2007Q3,Western Australia,50601,Armadale,Yes,5
2007Q3,Western Australia,50601,Armadale,No,6
2007Q3,Western Australia,50604,Gosnells,Yes,4
2007Q3,Western Australia,50604,Gosnells,No,17
2007Q3,Western Australia,50605,Kalamunda,Yes,4
2007Q3,Western Australia,50605,Kalamunda,No,5
2007Q3,Western Australia,50701,Cockburn,Yes,5
2007Q3,Western Australia,50701,Cockburn,No,9
2007Q3,Western Australia,50703,Kwinana,Yes,4
2007Q3,Western Australia,50703,Kwinana,No,4
2007Q3,Western Australia,50704,Melville,Yes,5
2007Q3,Western Australia,50704,Melville,No,7
2007Q3,Western Australia,50705,Rockingham,Yes,3
2007Q3,Western Australia,50705,Rockingham,No,16
2007Q3,Western Australia,50901,Albany,Yes,3
2007Q3,Western Australia,50901,Albany,No,3
2007Q3,Western Australia,50902,Wheat Belt - North,Yes,3
2007Q3,Western Australia,50902,Wheat Belt - North,No,6
2007Q3,Western Australia,51001,Kimberley,Yes,3
2007Q3,Western Australia,51001,Kimberley,No,3
2007Q3,Western Australia,51002,East Pilbara,Yes,0
2007Q3,Western Australia,51002,East Pilbara,No,0
2007Q3,Western Australia,51003,West Pilbara,Yes,0
